studentid,academic_year,att_pct,n_demerits,course_number,term,grade_pct,failed_course
283024,2014,81,40,SCI30,Q1,81,
283024,2014,70,46,SCI30,Q2,63,
364816,2014,90,5,ENG05,Q1,50,
364816,2014,94,10,ENG05,Q2,50,
364816,2014,94,10,GYM20,Q2,85,
364816,2014,90,5,GYM20,Q1,91,
385641,2014,95,33,ENG05,Q1,50,
385641,2014,72,27,ENG05,Q2,50,
446224,2014,92,35,ENG30,Q2,75,
446224,2014,86,45,ENG30,Q1,83,
669124,2014,81,6,ENG30,Q1,95,
669124,2014,86,17,ENG30,Q2,83,
1096209,2014,62,12,SCI20,Q2,50,
1096209,2014,83,33,SCI20,Q1,73,
1102500,2014,92,7,ENG05,Q2,98,
1102500,2014,98,9,ENG05,Q1,92,
1102500,2014,98,9,SCI50,Q1,92,
1102500,2014,92,7,SCI50,Q2,85,
1108809,2014,100,25,STUDY45,Q2,91,
1108809,2014,100,30,STUDY45,Q1,90,
1110916,2014,94,16,ENG40,Q2,76,
1110916,2014,95,13,ENG40,Q1,82,
1110916,2014,95,13,HIST40,Q1,89,
1110916,2014,94,16,HIST40,Q2,84,
1119364,2014,78,13,SPAN10,Q2,97,
1119364,2014,86,8,SPAN10,Q1,89,
1121481,2014,93,9,ENG40,Q1,79,
1121481,2014,94,24,ENG40,Q2,73,
1121481,2014,94,24,GYM33,Q2,87,
1121481,2014,93,9,GYM33,Q1,84,
1121481,2014,93,9,SCI41,Q1,79,
1121481,2014,94,24,SCI41,Q2,69,
1125721,2014,90,38,STUDY45,Q2,91,
1125721,2014,95,25,STUDY45,Q1,50,
1134225,2014,100,4,THE13,Q1,85,
1134225,2014,100,2,THE13,Q2,95,
1142761,2014,90,9,SCI31,Q1,80,
1142761,2014,96,14,SCI31,Q2,84,
1144900,2014,93,5,HIST45,Q1,80,
1144900,2014,96,10,HIST45,Q2,82,
1144900,2014,96,10,SCI31,Q2,90,
1144900,2014,93,5,SCI31,Q1,86,
1147041,2014,95,26,ENG05,Q1,80,
1147041,2014,94,26,ENG05,Q2,50,
1149184,2014,94,35,FREN30,Q2,71,
1149184,2014,81,28,FREN30,Q1,70,
1172889,2014,84,10,HIST45,Q2,79,
1172889,2014,90,9,HIST45,Q1,82,
1172889,2014,90,9,SPAN40,Q1,93,
1172889,2014,84,10,SPAN40,Q2,95,
1177225,2014,100,14,MATH33,Q2,85,
1177225,2014,100,12,MATH33,Q1,95,
1183744,2014,98,13,ENG05,Q1,100,
1183744,2014,96,18,ENG05,Q2,125,
1188100,2014,98,44,ENG78,Q2,84,
1188100,2014,88,41,ENG78,Q1,92,
1196836,2014,90,32,ENG40,Q2,63,
1196836,2014,86,20,ENG40,Q1,60,
1201216,2014,98,14,ENG40,Q1,90,
1201216,2014,84,21,ENG40,Q2,90,
1201216,2014,84,21,MATH42,Q2,100,
1201216,2014,98,14,MATH42,Q1,100,
1221025,2014,98,12,HIST41,Q1,97,
1221025,2014,98,17,HIST41,Q2,96,
1221025,2014,98,17,MATH35,Q2,88,
1221025,2014,98,12,MATH35,Q1,87,
1229881,2014,92,5,ENG40,Q2,84,
1229881,2014,95,11,ENG40,Q1,85,
1243225,2014,94,31,SCI31,Q2,75,
1243225,2014,83,21,SCI31,Q1,73,
1247689,2014,83,37,SCI70,Q1,73,
1247689,2014,82,41,SCI70,Q2,82,
1247689,2014,82,41,SPAN11,Q2,84,
1247689,2014,83,37,SPAN11,Q1,80,
1254400,2014,88,34,FREN12,Q2,66,
1254400,2014,95,42,FREN12,Q1,80,
1267876,2014,95,19,MATH33,Q1,81,
1267876,2014,96,25,MATH33,Q2,80,
1270129,2014,96,22,ENG05,Q2,73,
364816,2014,94,10,ENG78,Q2,78,
364816,2014,90,5,ENG78,Q1,89,
446224,2014,86,45,ENG05,Q1,50,
446224,2014,92,35,ENG05,Q2,89,
446224,2014,92,35,GYM10,Q2,90,
446224,2014,86,45,GYM10,Q1,91,
463761,2014,95,9,MATH33,Q1,88,
463761,2014,88,11,MATH33,Q2,91,
657721,2014,66,49,HIST20,Q2,50,
657721,2014,71,39,HIST20,Q1,72,
669124,2014,81,6,ENG05,Q1,50,
669124,2014,86,17,ENG05,Q2,50,
1096209,2014,62,12,ENG10,Q2,50,
1096209,2014,83,33,ENG10,Q1,85,
1096209,2014,83,33,SPAN11,Q1,89,
1096209,2014,62,12,SPAN11,Q2,52,
1102500,2014,92,7,MATH42,Q2,100,
1102500,2014,98,9,MATH42,Q1,100,
1102500,2014,98,9,SCI41,Q1,84,
1102500,2014,92,7,SCI41,Q2,85,
1108809,2014,100,30,ENG30,Q1,72,
1108809,2014,100,25,ENG30,Q2,64,
1110916,2014,94,16,ENG05,Q2,50,
1110916,2014,95,13,ENG05,Q1,50,
1119364,2014,78,13,ENG40,Q2,73,
1119364,2014,86,8,ENG40,Q1,80,
1119364,2014,86,8,MATH33,Q1,82,
1119364,2014,78,13,MATH33,Q2,79,
1119364,2014,78,13,SCI30,Q2,80,
1119364,2014,86,8,SCI30,Q1,75,
1125721,2014,90,38,ENG30,Q2,70,
1125721,2014,95,25,ENG30,Q1,73,
1125721,2014,95,25,HIST30,Q1,76,
1125721,2014,90,38,HIST30,Q2,78,
1149184,2014,81,28,ENG30,Q1,90,
1149184,2014,94,35,ENG30,Q2,84,
1149184,2014,94,35,HIST40,Q2,79,
1149184,2014,81,28,HIST40,Q1,65,
1155625,2014,80,17,MATH42,Q2,100,
1155625,2014,90,10,MATH42,Q1,100,
1155625,2014,90,10,SCI31,Q1,84,
1155625,2014,80,17,SCI31,Q2,89,
1157776,2014,100,8,SCI41,Q1,78,
1157776,2014,100,7,SCI41,Q2,77,
1172889,2014,84,10,GYM33,Q2,88,
1172889,2014,90,9,GYM33,Q1,89,
1177225,2014,100,14,ENG40,Q2,76,
1177225,2014,100,12,ENG40,Q1,80,
1188100,2014,88,41,ENG05,Q1,50,
1188100,2014,98,44,ENG05,Q2,80,
1196836,2014,86,20,HIST41,Q1,92,
1196836,2014,90,32,HIST41,Q2,83,
1205604,2014,98,4,SCI41,Q1,81,
1205604,2014,94,11,SCI41,Q2,80,
1221025,2014,98,12,ART20,Q1,87,
1221025,2014,98,17,ART20,Q2,96,
1221025,2014,98,17,ENG40,Q2,81,
1221025,2014,98,12,ENG40,Q1,80,
1247689,2014,83,37,WRI71,Q1,80,
1247689,2014,82,41,WRI71,Q2,93,
1254400,2014,95,42,ENG05,Q1,100,
1254400,2014,88,34,ENG05,Q2,100,
1267876,2014,95,19,HIST40,Q1,87,
1267876,2014,96,25,HIST40,Q2,84,
1270129,2014,93,19,MATH40,Q1,70,
1270129,2014,96,22,MATH40,Q2,65,
1270129,2014,96,22,SCI36,Q2,83,
1270129,2014,93,19,SCI36,Q1,80,
1285956,2014,98,9,ENG30,Q1,92,
1285956,2014,92,36,ENG30,Q2,76,
1295044,2014,92,19,HIST40,Q2,79,
1295044,2014,98,18,HIST40,Q1,71,
1299600,2014,95,4,RHET30,Q1,56,
1299600,2014,94,5,RHET30,Q2,51,
1304164,2014,95,40,SPAN30,Q1,82,
1304164,2014,92,62,SPAN30,Q2,74,
1336336,2014,86,21,SCI20,Q1,74,
1336336,2014,94,25,SCI20,Q2,70,
1340964,2014,100,5,ENG05,Q1,90,
1340964,2014,94,2,ENG05,Q2,100,
275625,2014,80,65,HIST40,Q2,79,
275625,2014,86,41,HIST40,Q1,67,
283024,2014,81,40,ENG40,Q1,50,
283024,2014,70,46,ENG40,Q2,50,
385641,2014,95,33,HIST30,Q1,77,
385641,2014,72,27,HIST30,Q2,78,
1096209,2014,83,33,GYM20,Q1,84,
1096209,2014,62,12,GYM20,Q2,75,
1102500,2014,92,7,ENG45,Q2,84,
1102500,2014,98,9,ENG45,Q1,94,
1102500,2014,98,9,SCI51,Q1,95,
1102500,2014,92,7,SCI51,Q2,90,
1110916,2014,95,13,SCI30,Q1,80,
1110916,2014,94,16,SCI30,Q2,72,
1134225,2014,100,4,ENG40,Q1,80,
1134225,2014,100,2,ENG40,Q2,89,
1134225,2014,100,2,HIST45,Q2,78,
1134225,2014,100,4,HIST45,Q1,74,
1142761,2014,90,9,MATH40,Q1,70,
1142761,2014,96,14,MATH40,Q2,66,
1144900,2014,93,5,SPAN40,Q1,85,
1144900,2014,96,10,SPAN40,Q2,92,
1147041,2014,94,26,MATH35,Q2,85,
1147041,2014,94,26,SCI30,Q2,57,
1147041,2014,95,26,SCI30,Q1,72,
1157776,2014,100,8,HIST45,Q1,83,
1157776,2014,100,7,HIST45,Q2,78,
1177225,2014,100,14,ENG05,Q2,100,
1177225,2014,100,12,ENG05,Q1,50,
1177225,2014,100,12,HIST41,Q1,90,
1177225,2014,100,14,HIST41,Q2,83,
1177225,2014,100,14,SCI31,Q2,83,
1177225,2014,100,12,SCI31,Q1,85,
1183744,2014,96,18,ART12,Q2,83,
1183744,2014,98,13,ART12,Q1,82,
1183744,2014,98,13,SCI30,Q1,76,
1183744,2014,96,18,SCI30,Q2,77,
1201216,2014,98,14,HIST45,Q1,83,
1201216,2014,84,21,HIST45,Q2,85,
1238769,2014,66,54,ENG05,Q2,50,
1238769,2014,79,63,ENG05,Q1,50,
1238769,2014,79,63,SCI31,Q1,72,
1238769,2014,66,54,SCI31,Q2,50,
1247689,2014,83,37,ENG05,Q1,96,
1247689,2014,82,41,ENG05,Q2,50,
1247689,2014,82,41,HIST20,Q2,70,
1247689,2014,83,37,HIST20,Q1,64,
1247689,2014,83,37,MATH73,Q1,79,
1247689,2014,82,41,MATH73,Q2,93,
1249924,2014,90,15,SCI30,Q1,74,
1249924,2014,88,30,SCI30,Q2,78,
1254400,2014,88,34,ENG30,Q2,61,
1254400,2014,95,42,ENG30,Q1,77,
1270129,2014,93,19,GYM31,Q1,90,
1270129,2014,96,22,GYM31,Q2,85,
1272384,2014,93,26,SCI31,Q1,82,
1272384,2014,82,43,SCI31,Q2,84,
1295044,2014,98,18,ENG05,Q1,50,
1295044,2014,92,19,ENG05,Q2,60,
1295044,2014,92,19,GYM30,Q2,98,
1295044,2014,98,18,GYM30,Q1,100,
1304164,2014,95,40,GYM30,Q1,70,
1304164,2014,92,62,GYM30,Q2,85,
1338649,2014,96,1,ART20,Q2,94,
1338649,2014,98,3,ART20,Q1,87,
1338649,2014,98,3,ENG40,Q1,83,
1338649,2014,96,1,ENG40,Q2,72,
1338649,2014,96,1,HIST45,Q2,81,
1338649,2014,98,3,HIST45,Q1,73,
1338649,2014,98,3,MATH45,Q1,82,
1338649,2014,96,1,MATH45,Q2,59,
1340964,2014,94,2,ENG45,Q2,84,
1340964,2014,100,5,ENG45,Q1,85,
1340964,2014,100,5,SCI36,Q1,91,
1340964,2014,94,2,SCI36,Q2,90,
1390041,2014,83,60,HIST45,Q1,79,
1390041,2014,92,54,HIST45,Q2,80,
1392400,2014,76,118,ENG05,Q2,50,
1392400,2014,88,74,ENG05,Q1,100,
1392400,2014,88,74,GYM33,Q1,99,
364816,2014,94,10,MATH34,Q2,88,
364816,2014,90,5,MATH34,Q1,76,
385641,2014,95,33,GYM33,Q1,84,
385641,2014,72,27,GYM33,Q2,85,
385641,2014,72,27,SCI20,Q2,73,
385641,2014,95,33,SCI20,Q1,72,
463761,2014,95,9,ENG05,Q1,90,
463761,2014,88,11,ENG05,Q2,50,
463761,2014,88,11,HIST45,Q2,71,
463761,2014,95,9,HIST45,Q1,82,
463761,2014,95,9,MATH32,Q1,67,
463761,2014,88,11,MATH32,Q2,72,
657721,2014,66,49,FREN20,Q2,50,
657721,2014,71,39,FREN20,Q1,61,
657721,2014,71,39,SCI20,Q1,74,
657721,2014,66,49,SCI20,Q2,58,
1096209,2014,62,12,HIST20,Q2,50,
1096209,2014,83,33,HIST20,Q1,71,
1110916,2014,95,13,MATH33,Q1,91,
1110916,2014,94,16,MATH33,Q2,76,
1121481,2014,93,9,ENG05,Q1,55,
1121481,2014,94,24,ENG05,Q2,92,
1134225,2014,100,4,SCI35,Q1,83,
1134225,2014,100,2,SCI35,Q2,76,
1147041,2014,95,26,ENG40,Q1,70,
1147041,2014,94,26,ENG40,Q2,81,
1147041,2014,94,26,GYM33,Q2,100,
1147041,2014,95,26,GYM33,Q1,99,
1147041,2014,95,26,HIST41,Q1,92,
1147041,2014,94,26,HIST41,Q2,89,
1147041,2014,95,26,MATH32,Q1,84,
1172889,2014,90,9,ENG45,Q1,89,
1172889,2014,84,10,ENG45,Q2,80,
1172889,2014,84,10,SCI41,Q2,73,
1172889,2014,90,9,SCI41,Q1,82,
1183744,2014,96,18,MATH22,Q2,85,
1183744,2014,98,13,MATH22,Q1,82,
1196836,2014,86,20,HIST40,Q1,74,
1196836,2014,90,32,HIST40,Q2,62,
1196836,2014,90,32,MATH22,Q2,67,
1196836,2014,86,20,MATH22,Q1,72,
1205604,2014,94,11,ENG45,Q2,85,
1205604,2014,98,4,ENG45,Q1,86,
1205604,2014,98,4,THE13,Q1,93,
1205604,2014,94,11,THE13,Q2,98,
1229881,2014,95,11,ENG05,Q1,93,
1229881,2014,92,5,ENG05,Q2,114,
1229881,2014,92,5,HIST45,Q2,80,
1229881,2014,95,11,HIST45,Q1,80,
1229881,2014,95,11,MATH32,Q1,71,
1229881,2014,92,5,MATH32,Q2,66,
1243225,2014,94,31,HIST35,Q2,79,
1243225,2014,83,21,HIST35,Q1,78,
1247689,2014,83,37,GYM20,Q1,90,
1247689,2014,82,41,GYM20,Q2,70,
1249924,2014,88,30,HIST41,Q2,91,
1249924,2014,90,15,HIST41,Q1,83,
1249924,2014,90,15,MATH32,Q1,78,
1249924,2014,88,30,MATH32,Q2,82,
1254400,2014,88,34,SCI32,Q2,76,
1254400,2014,95,42,SCI32,Q1,85,
1265625,2014,88,20,ENG20,Q1,73,
1265625,2014,88,8,ENG20,Q2,71,
1265625,2014,88,8,MATH22,Q2,67,
1265625,2014,88,20,MATH22,Q1,77,
1265625,2014,88,20,RHET20,Q1,88,
1265625,2014,88,8,RHET20,Q2,72,
1267876,2014,96,25,ENG05,Q2,100,
1267876,2014,95,19,ENG05,Q1,77,
1272384,2014,82,43,MATH22,Q2,76,
1272384,2014,93,26,MATH22,Q1,84,
1272384,2014,93,26,MATH32,Q1,74,
1272384,2014,82,43,MATH32,Q2,73,
1285956,2014,98,9,GYM33,Q1,99,
1285956,2014,92,36,GYM33,Q2,91,
1299600,2014,95,4,MATH22,Q1,67,
1299600,2014,94,5,MATH22,Q2,72,
1304164,2014,95,40,RHET30,Q1,55,
1304164,2014,92,62,RHET30,Q2,56,
446224,2014,92,35,ENG40,Q2,72,
446224,2014,86,45,ENG40,Q1,75,
446224,2014,86,45,MATH22,Q1,71,
446224,2014,92,35,MATH22,Q2,77,
446224,2014,92,35,MATH33,Q2,85,
446224,2014,86,45,MATH33,Q1,76,
1108809,2014,100,30,HIST20,Q1,72,
1108809,2014,100,25,HIST20,Q2,55,
1108809,2014,100,25,MATH01,Q2,96,
1108809,2014,100,30,MATH01,Q1,100,
1108809,2014,100,30,SCI20,Q1,75,
1108809,2014,100,25,SCI20,Q2,72,
1108809,2014,100,25,THE13,Q2,71,
1108809,2014,100,30,THE13,Q1,80,
1110916,2014,94,16,GYM33,Q2,88,
1110916,2014,95,13,GYM33,Q1,95,
1125721,2014,90,38,RHET30,Q2,72,
1125721,2014,95,25,RHET30,Q1,67,
1134225,2014,100,2,ENG05,Q2,100,
1134225,2014,100,4,ENG05,Q1,100,
1144900,2014,93,5,ENG05,Q1,71,
1144900,2014,96,10,ENG05,Q2,100,
1144900,2014,96,10,ENG45,Q2,83,
1144900,2014,93,5,ENG45,Q1,84,
1144900,2014,93,5,MATH42,Q1,100,
1144900,2014,96,10,MATH42,Q2,100,
1149184,2014,81,28,SCI30,Q1,79,
1149184,2014,94,35,SCI30,Q2,83,
1157776,2014,100,8,ENG05,Q1,87,
1157776,2014,100,7,ENG05,Q2,93,
1172889,2014,84,10,MATH40,Q2,70,
1172889,2014,90,9,MATH40,Q1,73,
1177225,2014,100,14,GYM31,Q2,100,
1177225,2014,100,12,GYM31,Q1,96,
1188100,2014,98,44,MATH44,Q2,50,
1188100,2014,88,41,MATH44,Q1,68,
1188100,2014,88,41,WRI72,Q1,95,
1188100,2014,98,44,WRI72,Q2,79,
1196836,2014,86,20,ENG05,Q1,50,
1196836,2014,90,32,ENG05,Q2,82,
1201216,2014,84,21,ENG05,Q2,100,
1201216,2014,98,14,ENG05,Q1,50,
1201216,2014,98,14,SCI41,Q1,85,
1201216,2014,84,21,SCI41,Q2,85,
1221025,2014,98,12,ENG05,Q1,100,
1221025,2014,98,17,ENG05,Q2,100,
1238769,2014,66,54,HIST45,Q2,86,
1238769,2014,79,63,HIST45,Q1,67,
1254400,2014,88,34,MATH32,Q2,73,
1254400,2014,95,42,MATH32,Q1,80,
1254400,2014,95,42,STUDY45,Q1,103,
1254400,2014,88,34,STUDY45,Q2,79,
1265625,2014,88,20,ENG05,Q1,50,
1265625,2014,88,8,ENG05,Q2,50,
1265625,2014,88,20,SCI20,Q1,77,
1265625,2014,88,8,SCI31,Q2,50,
1285956,2014,92,36,ENG40,Q2,80,
1285956,2014,98,9,ENG40,Q1,75,
1285956,2014,98,9,HIST41,Q1,80,
1285956,2014,92,36,HIST41,Q2,90,
1295044,2014,92,19,ENG40,Q2,81,
1295044,2014,98,18,ENG40,Q1,73,
1295044,2014,98,18,HIST41,Q1,96,
1295044,2014,92,19,HIST41,Q2,83,
1299600,2014,94,5,SCI30,Q2,58,
1299600,2014,95,4,SCI30,Q1,56,
1304164,2014,95,40,HIST20,Q1,81,
1304164,2014,92,62,HIST20,Q2,50,
1304164,2014,92,62,SCI20,Q2,72,
1304164,2014,95,40,SCI20,Q1,77,
1338649,2014,98,3,ENG05,Q1,63,
1338649,2014,96,1,ENG05,Q2,100,
1340964,2014,94,2,MATH44,Q2,82,
1340964,2014,100,5,MATH44,Q1,71,
1368900,2014,95,5,SCI36,Q1,80,
1368900,2014,98,28,SCI36,Q2,83,
1373584,2014,100,1,MATH44,Q1,74,
1373584,2014,100,1,SCI36,Q1,80,
1380625,2014,98,6,MATH44,Q1,79,
1373584,2014,100,1,ENG05,Q1,60,
1408969,2014,94,35,HIST20,Q2,77,
1408969,2014,98,22,HIST20,Q1,87,
1408969,2014,98,22,HIST41,Q1,89,
1408969,2014,94,35,HIST41,Q2,81,
1416100,2014,98,38,MATH40,Q1,73,
1416100,2014,86,54,MATH40,Q2,70,
1423249,2014,98,9,FREN30,Q2,84,
1423249,2014,98,15,FREN30,Q1,90,
1428025,2014,98,18,HIST41,Q1,85,
1428025,2014,88,13,HIST41,Q2,80,
1435204,2014,72,25,ENG05,Q2,50,
1435204,2014,86,21,ENG05,Q1,50,
1437601,2014,82,43,HIST41,Q2,88,
1437601,2014,86,30,HIST41,Q1,82,
1447209,2014,93,27,GYM33,Q1,100,
1447209,2014,84,28,GYM33,Q2,98,
1452025,2014,80,60,MATH32,Q2,71,
1452025,2014,93,26,MATH32,Q1,70,
1464100,2014,78,32,GYM30,Q2,91,
1464100,2014,81,30,GYM30,Q1,58,
1464100,2014,81,30,SCI32,Q1,89,
1464100,2014,78,32,SCI32,Q2,74,
1473796,2014,88,17,MATH01,Q2,95,
1473796,2014,88,11,MATH01,Q1,100,
1493284,2014,94,46,ENG20,Q2,82,
1493284,2014,93,22,ENG20,Q1,79,
1493284,2014,93,22,RHET20,Q1,77,
1493284,2014,94,46,RHET20,Q2,78,
1498176,2014,100,19,STUDY45,Q2,76,
1498176,2014,98,6,STUDY45,Q1,50,
1503076,2014,62,40,GYM31,Q1,65,
1503076,2014,60,73,GYM31,Q2,71,
1503076,2014,60,73,SCI30,Q2,66,
1503076,2014,62,40,SCI30,Q1,79,
1512900,2014,90,15,HIST45,Q1,76,
1512900,2014,94,22,HIST45,Q2,82,
2477476,2014,80,22,GYM31,Q2,90,
2477476,2014,76,16,GYM31,Q1,87,
2480625,2014,98,13,FREN12,Q2,81,
2480625,2014,98,14,FREN12,Q1,86,
2483776,2014,94,15,MATH35,Q2,62,
2483776,2014,98,9,MATH35,Q1,76,
2502724,2014,92,56,FREN20,Q2,64,
2502724,2014,98,27,FREN20,Q1,81,
2509056,2014,76,16,HIST20,Q1,68,
2509056,2014,98,33,HIST20,Q2,62,
2509056,2014,98,33,RHET30,Q2,54,
2509056,2014,76,16,RHET30,Q1,61,
2509056,2014,76,16,SCI30,Q1,70,
2509056,2014,98,33,SCI30,Q2,70,
2566404,2014,88,8,ARAB20,Q1,70,
2566404,2014,88,8,ENG05,Q1,50,
